listing_id,housing_program,county,estate,latitude,longitude,price_kes,bedrooms,property_type,schools_2km,hospitals_3km,transit_stops_1km
8506,Boma Yangu / AHP,Nairobi,Starehe — Block 1 Unit 1280,-1.279098,36.834703,5211454,4,apartment,28,20,16
8507,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 27 Unit 1038,-1.501111,36.936834,4462553,3,maisonette,26,10,8
8508,Private affordable,Kajiado,Ongata Rongai — Block 15 Unit 1774,-1.380859,36.78096,5229263,3,apartment,6,11,3
8509,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 16 Unit 585,-1.271193,36.814221,5060546,3,apartment,16,12,15
8510,Coast affordable,Mombasa,Mombasa Likoni — Block 20 Unit 1744,-4.073022,39.668425,3327732,3,maisonette,24,5,4
8511,County affordable,Kisumu,Kisumu Manyatta — Block 23 Unit 1801,-0.103745,34.75791,4873998,4,apartment,25,12,8
8512,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 21 Unit 1460,-1.311659,36.892288,1980665,1,apartment,33,9,17
8513,Coast affordable,Mombasa,Mombasa Likoni — Block 11 Unit 1054,-4.108076,39.662634,4117526,4,apartment,23,12,4
8514,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 8 Unit 583,-1.265947,36.829999,5648083,3,apartment,10,12,27
8515,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 18 Unit 636,-1.152479,36.970052,2915174,1,maisonette,13,6,5
8516,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 18 Unit 246,-1.481724,36.976798,5338934,3,maisonette,20,7,9
8517,Private affordable,Kajiado,Ongata Rongai — Block 6 Unit 1043,-1.379799,36.767118,7215104,4,apartment,25,2,10
8518,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 11 Unit 426,-1.137038,36.967341,2968925,2,apartment,25,12,12
8519,Boma Yangu / AHP,Machakos,Kangundo Road — Block 12 Unit 216,-1.315431,37.022812,3062655,2,maisonette,25,11,10
8520,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 5 Unit 2061,-1.184119,36.996127,3460059,3,maisonette,30,22,12
8521,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 7 Unit 190,-1.140481,36.969183,4027288,3,apartment,26,6,14
8522,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 14 Unit 1575,-1.10806,36.939992,1744149,1,apartment,19,10,15
8523,County affordable,Nakuru,Nakuru Pipeline — Block 8 Unit 176,-0.289943,36.037225,3093626,2,apartment,10,7,8
8524,Coast affordable,Mombasa,Mombasa Bamburi — Block 25 Unit 120,-3.966613,39.715441,3471050,3,apartment,15,7,2
8525,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 16 Unit 871,-1.455108,36.978234,3363642,3,maisonette,11,5,11
8526,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 10 Unit 1053,-1.157081,36.980124,3696165,3,maisonette,43,5,28
8527,Private affordable,Kajiado,Ongata Rongai — Block 7 Unit 879,-1.379063,36.748352,2893473,2,apartment,22,5,5
8528,Coast affordable,Mombasa,Mombasa Likoni — Block 16 Unit 1810,-4.101719,39.65375,4412487,3,apartment,28,9,5
8529,Boma Yangu / AHP,Machakos,Kangundo Road — Block 5 Unit 1011,-1.342409,37.031086,4483800,3,apartment,21,13,17
8530,County affordable,Kisumu,Kisumu Manyatta — Block 18 Unit 2030,-0.127916,34.764365,5316927,4,maisonette,22,7,7
8531,County affordable,Nakuru,Nakuru Pipeline — Block 18 Unit 697,-0.280836,36.059751,3819773,2,apartment,22,11,12
8532,Private affordable,Kajiado,Ongata Rongai — Block 12 Unit 1409,-1.394641,36.755443,1994667,1,apartment,9,12,8
8533,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 11 Unit 1035,-1.478891,36.993261,5146308,3,apartment,41,12,15
8534,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 8 Unit 1016,-1.448993,36.956817,3834536,3,maisonette,16,3,8
8535,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 26 Unit 1475,-1.487234,36.956822,3945912,3,apartment,19,5,11
8536,Coast affordable,Mombasa,Mombasa Likoni — Block 25 Unit 1775,-4.091216,39.679224,3286404,3,apartment,15,9,6
8537,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 18 Unit 1684,-1.134025,36.96809,3932925,3,apartment,14,8,10
8538,County affordable,Uasin Gishu,Eldoret Langas — Block 22 Unit 980,0.490524,35.258371,4041290,2,apartment,20,3,4
8539,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 23 Unit 467,-1.282109,36.821635,2329105,1,apartment,39,20,10
8540,County affordable,Uasin Gishu,Eldoret Langas — Block 25 Unit 723,0.504669,35.257051,2287169,1,apartment,6,5,3
8541,Private affordable,Kajiado,Ongata Rongai — Block 26 Unit 1295,-1.402644,36.774205,3547519,3,apartment,7,12,13
8542,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 11 Unit 2136,-1.126784,36.937573,6837112,4,apartment,31,5,9
8543,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 19 Unit 274,-1.509875,36.966559,2357416,2,maisonette,11,2,2
8544,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 16 Unit 127,-1.511532,36.939064,7051116,4,apartment,21,7,7
8545,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 21 Unit 187,-1.286974,36.864239,4443003,3,apartment,23,14,17
8546,Coast affordable,Mombasa,Mombasa Likoni — Block 13 Unit 1247,-4.091179,39.658549,4583005,3,apartment,25,12,6
8547,County affordable,Nakuru,Nakuru Pipeline — Block 27 Unit 387,-0.29474,36.066512,5032276,3,apartment,14,6,8
8548,Coast affordable,Mombasa,Mombasa Bamburi — Block 20 Unit 904,-3.965731,39.739708,4899924,4,maisonette,10,6,7
8549,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 14 Unit 1162,-1.318412,36.909398,4156146,3,apartment,22,14,25
8550,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 11 Unit 1135,-1.21453,36.889166,2858740,1,apartment,31,14,8
8551,Coast affordable,Mombasa,Mombasa Bamburi — Block 4 Unit 1391,-3.978648,39.728021,6889854,4,apartment,26,11,2
8552,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 6 Unit 1654,-1.281931,36.820898,7341009,4,apartment,33,12,17
8553,Private affordable,Kajiado,Ongata Rongai — Block 12 Unit 1834,-1.378601,36.757674,2005215,1,maisonette,6,6,2
8554,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 4 Unit 162,-1.428546,36.959339,3290411,2,apartment,23,11,6
8555,Boma Yangu / AHP,Machakos,Kangundo Road — Block 14 Unit 1828,-1.315935,36.997401,3264919,2,apartment,29,7,25
8556,Coast affordable,Mombasa,Mombasa Bamburi — Block 22 Unit 1330,-3.991194,39.7208,5335456,4,maisonette,20,8,4
8557,Coast affordable,Mombasa,Mombasa Bamburi — Block 17 Unit 729,-3.976991,39.735425,3812811,3,apartment,4,8,14
8558,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 22 Unit 1247,-1.149168,36.968688,4373776,3,maisonette,44,22,18
8559,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 5 Unit 1214,-1.146729,36.97925,5973017,4,maisonette,14,2,12
8560,County affordable,Nakuru,Nakuru Pipeline — Block 1 Unit 721,-0.31097,36.066337,3976061,2,maisonette,4,7,2
8561,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 19 Unit 1967,-1.100878,36.961217,5271473,4,apartment,41,5,28
8562,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 3 Unit 436,-1.275958,36.832691,3384535,2,apartment,32,7,8
8563,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 9 Unit 1125,-1.138267,36.934335,2623220,2,apartment,43,5,16
8564,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 12 Unit 786,-1.361482,36.956384,4724879,3,maisonette,35,7,28
8565,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 7 Unit 1649,-1.278532,36.851567,3794174,2,apartment,17,22,22
8566,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 22 Unit 375,-1.325362,36.888224,3190521,2,apartment,12,10,29
8567,County affordable,Uasin Gishu,Eldoret Langas — Block 11 Unit 1462,0.485553,35.241901,6075157,4,maisonette,19,4,13
8568,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 16 Unit 1288,-1.281671,36.858365,5177264,3,apartment,37,16,14
8569,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 2 Unit 482,-1.287135,36.823235,3427362,3,apartment,34,21,26
8570,Coast affordable,Mombasa,Mombasa Bamburi — Block 9 Unit 1293,-3.991292,39.726324,5024440,3,apartment,6,6,14
8571,Boma Yangu / AHP,Machakos,Kangundo Road — Block 5 Unit 1719,-1.341818,37.036126,5376424,3,apartment,18,7,25
8572,Boma Yangu / AHP,Nairobi,Starehe — Block 21 Unit 993,-1.263686,36.850713,3241002,3,maisonette,24,9,29
8573,Boma Yangu / AHP,Machakos,Kangundo Road — Block 19 Unit 298,-1.300437,37.019247,4563492,3,apartment,21,7,17
8574,Boma Yangu / AHP,Machakos,Kangundo Road — Block 23 Unit 156,-1.303467,37.011202,2467300,2,apartment,9,15,26
8575,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 5 Unit 1793,-1.133434,36.968656,4736631,3,apartment,12,8,21
8576,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 27 Unit 1739,-1.208756,36.89514,3713006,3,apartment,14,4,19
8577,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 23 Unit 1455,-1.133694,36.975708,4928901,3,apartment,27,12,11
8578,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 7 Unit 949,-1.139283,36.936035,6264915,4,apartment,20,6,17
8579,Boma Yangu / AHP,Machakos,Kangundo Road — Block 4 Unit 1033,-1.297831,37.035225,3418949,2,apartment,33,18,10
8580,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 2 Unit 1959,-1.326479,36.908731,3976679,3,maisonette,37,10,22
8581,Boma Yangu / AHP,Nairobi,Starehe — Block 10 Unit 299,-1.266698,36.842506,2377437,1,apartment,30,13,11
8582,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 14 Unit 909,-1.303308,36.896052,4681965,3,maisonette,23,19,12
8583,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 21 Unit 1850,-1.173561,36.984097,3296340,3,apartment,11,14,28
8584,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 5 Unit 1652,-1.316029,36.893796,4098550,3,maisonette,18,11,13
8585,Boma Yangu / AHP,Nairobi,Starehe — Block 19 Unit 1967,-1.279004,36.844776,4565721,3,apartment,18,18,7
8586,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 26 Unit 842,-1.3214,36.908893,2609863,2,maisonette,26,20,27
8587,County affordable,Uasin Gishu,Eldoret Langas — Block 23 Unit 1657,0.49811,35.277359,5488519,3,maisonette,19,6,4
8588,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 3 Unit 612,-1.147685,36.979663,3818820,3,apartment,25,9,2
8589,Private affordable,Kajiado,Ongata Rongai — Block 18 Unit 481,-1.388289,36.768635,3790799,3,apartment,11,12,4
8590,Coast affordable,Mombasa,Mombasa Likoni — Block 14 Unit 468,-4.103231,39.674152,5471644,4,maisonette,18,10,7
8591,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 15 Unit 2146,-1.452946,36.983124,4246315,3,apartment,11,2,9
8592,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 11 Unit 304,-1.430747,36.970806,3565892,3,maisonette,18,5,6
8593,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 11 Unit 1225,-1.2209,36.895548,5130814,3,apartment,12,9,24
8594,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 7 Unit 935,-1.456624,36.968465,4354252,3,maisonette,19,9,13
8595,Boma Yangu / AHP,Nairobi,Starehe — Block 25 Unit 862,-1.269554,36.85166,2173331,1,apartment,34,6,18
8596,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 6 Unit 1751,-1.144661,36.958387,3678538,3,apartment,19,6,13
8597,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 15 Unit 2169,-1.119134,36.962947,5932920,4,apartment,41,19,28
8598,Private affordable,Kajiado,Ongata Rongai — Block 19 Unit 2011,-1.381788,36.777691,5481969,3,apartment,8,11,13
8599,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 10 Unit 667,-1.162659,36.976316,4742093,3,apartment,35,19,24
8600,County affordable,Kisumu,Kisumu Manyatta — Block 15 Unit 936,-0.119172,34.758822,3669110,2,apartment,20,4,10
8601,Coast affordable,Mombasa,Mombasa Likoni — Block 8 Unit 1803,-4.104807,39.669258,7354659,4,maisonette,4,9,12
8602,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 7 Unit 1133,-1.51568,36.938908,4264221,2,apartment,25,3,12
8603,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 14 Unit 2099,-1.170103,36.983958,6136819,4,apartment,18,19,11
8604,County affordable,Nakuru,Nakuru Pipeline — Block 9 Unit 2164,-0.27845,36.04362,4147002,3,apartment,5,12,2
8605,Boma Yangu / AHP,Nairobi,Starehe — Block 27 Unit 1643,-1.272882,36.837933,1986184,1,maisonette,28,17,6
8606,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 11 Unit 159,-1.129378,36.96562,2695741,2,apartment,16,4,24
8607,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 21 Unit 1858,-1.438014,36.967263,4801193,3,apartment,15,18,15
8608,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 27 Unit 1872,-1.366298,36.941256,3808857,4,apartment,16,10,15
8609,County affordable,Nakuru,Nakuru Pipeline — Block 21 Unit 860,-0.291057,36.06493,2379702,1,apartment,4,3,8
8610,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 20 Unit 1754,-1.274506,36.821628,4876575,3,apartment,9,19,26
8611,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 9 Unit 1578,-1.214743,36.89872,2980412,2,apartment,36,7,16
8612,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 23 Unit 372,-1.283471,36.854528,5423401,4,apartment,42,21,9
8613,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 14 Unit 1090,-1.356647,36.941398,4974187,4,maisonette,15,17,9
8614,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 25 Unit 1882,-1.139338,36.966396,6561478,4,apartment,13,2,12
8615,Boma Yangu / AHP,Nairobi,Starehe — Block 24 Unit 1788,-1.277504,36.849565,4187351,3,apartment,18,7,22
8616,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 19 Unit 1357,-1.453804,36.981906,3058165,2,maisonette,16,17,16
8617,County affordable,Uasin Gishu,Eldoret Langas — Block 27 Unit 1452,0.482868,35.252417,1968467,1,apartment,26,12,5
8618,Boma Yangu / AHP,Machakos,Kangundo Road — Block 22 Unit 1567,-1.302621,37.038804,3032432,3,apartment,38,5,15
8619,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 7 Unit 1639,-1.264325,36.822163,5463013,3,apartment,20,16,6
8620,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 3 Unit 387,-1.322628,36.89108,2634931,1,apartment,14,5,21
8621,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 17 Unit 1619,-1.284919,36.8318,3798733,2,maisonette,17,8,20
8622,Private affordable,Kajiado,Ongata Rongai — Block 5 Unit 565,-1.414558,36.781708,4185503,3,apartment,6,10,14
8623,Coast affordable,Mombasa,Mombasa Bamburi — Block 18 Unit 1950,-3.995535,39.709062,3083570,2,apartment,14,7,14
8624,County affordable,Uasin Gishu,Eldoret Langas — Block 12 Unit 2139,0.51738,35.268044,5821141,4,apartment,14,8,8
8625,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 21 Unit 2138,-1.213074,36.91278,4364201,3,maisonette,23,17,9
8626,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 21 Unit 449,-1.148376,36.969759,4119459,3,apartment,21,22,19
8627,County affordable,Uasin Gishu,Eldoret Langas — Block 9 Unit 1193,0.5072,35.278009,2985236,2,maisonette,11,8,8
8628,Coast affordable,Mombasa,Mombasa Likoni — Block 8 Unit 1180,-4.095333,39.65838,5272592,4,maisonette,5,11,10
8629,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 23 Unit 448,-1.173761,36.973554,2290440,2,maisonette,31,6,26
8630,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 8 Unit 1446,-1.280787,36.824334,4349194,3,apartment,44,22,28
8631,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 27 Unit 226,-1.459639,36.966831,4625708,3,apartment,13,12,6
8632,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 16 Unit 1921,-1.310886,36.899238,3527158,2,apartment,39,19,24
8633,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 23 Unit 626,-1.45397,36.954687,6753831,4,apartment,27,12,7
8634,Boma Yangu / AHP,Machakos,Kangundo Road — Block 1 Unit 2032,-1.324215,37.018535,3687910,3,apartment,12,8,26
8635,Coast affordable,Mombasa,Mombasa Likoni — Block 4 Unit 1235,-4.092043,39.650989,4242749,4,apartment,7,4,3
8636,County affordable,Uasin Gishu,Eldoret Langas — Block 16 Unit 841,0.504075,35.268415,3200922,3,apartment,17,10,13
8637,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 13 Unit 1472,-1.265827,36.818575,3060723,3,apartment,14,11,26
8638,Coast affordable,Mombasa,Mombasa Bamburi — Block 3 Unit 538,-3.98689,39.714417,3968204,3,maisonette,4,11,12
8639,County affordable,Uasin Gishu,Eldoret Langas — Block 25 Unit 401,0.482753,35.255789,3976893,2,apartment,4,6,3
8640,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 10 Unit 1601,-1.364609,36.961455,5665024,4,apartment,33,17,25
8641,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 7 Unit 1425,-1.133822,36.984424,2430967,1,apartment,4,12,11
8642,Coast affordable,Mombasa,Mombasa Likoni — Block 3 Unit 147,-4.095765,39.670951,4636629,4,maisonette,13,2,13
8643,Boma Yangu / AHP,Machakos,Kangundo Road — Block 19 Unit 1170,-1.338603,37.032215,4033259,2,apartment,42,21,21
8644,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 27 Unit 126,-1.137652,36.972884,3490308,3,apartment,19,6,13
8645,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 12 Unit 279,-1.27121,36.825466,5283937,3,apartment,18,5,30
8646,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 19 Unit 1092,-1.314143,36.90414,2439066,2,apartment,17,11,29
8647,County affordable,Kisumu,Kisumu Manyatta — Block 15 Unit 233,-0.12604,34.747491,3386979,2,apartment,11,9,14
8648,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 8 Unit 940,-1.300084,36.897159,3877610,3,maisonette,41,8,11
8649,Coast affordable,Mombasa,Mombasa Likoni — Block 18 Unit 810,-4.093873,39.644824,4150704,2,maisonette,10,9,4
8650,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 25 Unit 1799,-1.218938,36.905147,3852638,3,apartment,34,14,18
8651,Coast affordable,Mombasa,Mombasa Bamburi — Block 3 Unit 775,-3.977715,39.744113,5769459,3,apartment,20,10,10
8652,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 11 Unit 1411,-1.117504,36.959088,5347549,3,apartment,21,6,2
8653,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 24 Unit 1558,-1.435983,36.96188,5518186,4,apartment,15,12,9
8654,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 27 Unit 233,-1.29952,36.899292,7255237,4,maisonette,9,11,12
8655,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 2 Unit 850,-1.287078,36.823525,2044739,1,maisonette,35,8,22
8656,County affordable,Nakuru,Nakuru Pipeline — Block 17 Unit 294,-0.312839,36.044354,4154409,3,apartment,15,6,10
8657,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 12 Unit 980,-1.367767,36.938237,3758045,3,apartment,28,20,10
8658,Coast affordable,Mombasa,Mombasa Likoni — Block 11 Unit 1687,-4.078417,39.663989,3410562,3,maisonette,18,4,9
8659,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 15 Unit 1182,-1.224013,36.903036,2465263,2,apartment,44,10,19
8660,Boma Yangu / AHP,Machakos,Kangundo Road — Block 9 Unit 1996,-1.344364,37.001312,4452427,3,apartment,19,6,26
8661,Boma Yangu / AHP,Machakos,Kangundo Road — Block 17 Unit 1906,-1.322721,37.041024,3721957,3,apartment,33,13,12
8662,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 9 Unit 771,-1.283469,36.85036,2301202,2,apartment,19,16,18
8663,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 22 Unit 1698,-1.308888,36.909023,2337533,1,apartment,26,20,16
8664,Boma Yangu / AHP,Machakos,Kangundo Road — Block 17 Unit 710,-1.324384,37.038785,3616047,2,apartment,35,13,13
8665,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 14 Unit 714,-1.480889,36.963836,4331611,3,apartment,20,18,29
8666,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 2 Unit 2193,-1.30376,36.883669,3124282,2,apartment,33,12,21
8667,Coast affordable,Mombasa,Mombasa Bamburi — Block 16 Unit 1008,-3.975814,39.71439,4043372,3,apartment,15,2,14
8668,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 20 Unit 1942,-1.515074,36.933647,3300203,2,maisonette,11,6,6
8669,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 17 Unit 666,-1.273791,36.817849,5866835,4,maisonette,10,7,19
8670,Coast affordable,Mombasa,Mombasa Likoni — Block 22 Unit 314,-4.080662,39.67825,3712638,3,apartment,20,6,3
8671,County affordable,Kisumu,Kisumu Manyatta — Block 12 Unit 868,-0.126174,34.754898,4448382,4,apartment,23,10,2
8672,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 13 Unit 1134,-1.313124,36.886789,3596579,2,apartment,14,5,27
8673,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 26 Unit 627,-1.164981,37.004427,4068222,3,maisonette,41,13,23
8674,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 14 Unit 1134,-1.277627,36.832563,3525416,3,apartment,22,15,27
8675,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 8 Unit 346,-1.103732,36.936051,3714029,2,apartment,41,8,11
8676,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 11 Unit 963,-1.287134,36.830895,4016962,2,apartment,31,8,25
8677,County affordable,Uasin Gishu,Eldoret Langas — Block 11 Unit 1429,0.485805,35.251182,5561418,4,apartment,19,6,8
8678,Private affordable,Kajiado,Ongata Rongai — Block 15 Unit 1302,-1.390542,36.74484,5444298,3,apartment,11,9,14
8679,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 1 Unit 571,-1.116455,36.959855,3509932,3,apartment,15,4,14
8680,Coast affordable,Mombasa,Mombasa Likoni — Block 1 Unit 1297,-4.100541,39.653243,2809562,1,apartment,20,2,11
8681,Coast affordable,Mombasa,Mombasa Bamburi — Block 13 Unit 1520,-3.968513,39.726685,5338494,3,apartment,18,6,4
8682,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 16 Unit 2134,-1.277923,36.85983,4645526,3,apartment,33,21,29
8683,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 27 Unit 980,-1.270511,36.830052,3427200,2,apartment,32,15,26
8684,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 23 Unit 659,-1.276776,36.846636,3785004,2,apartment,34,13,13
8685,County affordable,Kisumu,Kisumu Manyatta — Block 5 Unit 1473,-0.114872,34.761803,3406655,3,maisonette,10,11,10
8686,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 11 Unit 2010,-1.129368,36.959573,3521179,3,apartment,7,2,3
8687,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 20 Unit 663,-1.310326,36.889251,5488536,3,apartment,21,22,16
8688,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 8 Unit 1543,-1.215767,36.889836,5027195,3,apartment,34,21,12
8689,Private affordable,Kajiado,Ongata Rongai — Block 12 Unit 1007,-1.395261,36.759368,3262543,3,apartment,20,11,14
8690,County affordable,Nakuru,Nakuru Pipeline — Block 8 Unit 1086,-0.309963,36.051388,4970242,3,maisonette,26,9,10
8691,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 22 Unit 1701,-1.4377,36.990914,3399836,2,apartment,12,22,24
8692,Boma Yangu / AHP,Machakos,Kangundo Road — Block 2 Unit 340,-1.324048,37.029238,2722906,2,apartment,12,6,15
8693,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 11 Unit 1678,-1.133214,36.930316,3065924,2,maisonette,29,6,24
8694,County affordable,Uasin Gishu,Eldoret Langas — Block 10 Unit 287,0.491095,35.267224,5363738,3,apartment,20,8,14
8695,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 16 Unit 686,-1.505734,36.9332,3017689,2,maisonette,14,4,2
8696,Coast affordable,Mombasa,Mombasa Bamburi — Block 26 Unit 1340,-3.994679,39.734522,4316821,4,maisonette,25,11,4
8697,County affordable,Nakuru,Nakuru Pipeline — Block 4 Unit 1395,-0.311566,36.048494,6506495,4,apartment,27,10,5
8698,Private affordable,Kajiado,Ongata Rongai — Block 10 Unit 1226,-1.380928,36.765487,4143647,2,apartment,15,9,11
8699,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 27 Unit 1375,-1.438053,36.970641,3412743,3,apartment,9,5,14
8700,Coast affordable,Mombasa,Mombasa Likoni — Block 1 Unit 276,-4.101528,39.663806,2952103,1,maisonette,15,8,2
8701,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 6 Unit 739,-1.145951,36.970446,2560797,2,maisonette,24,8,8
8702,Boma Yangu / AHP,Nairobi,Starehe — Block 12 Unit 988,-1.266783,36.848202,3416614,2,apartment,30,21,23
8703,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 18 Unit 916,-1.105555,36.951934,3000082,2,maisonette,36,16,21
8704,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 8 Unit 1512,-1.325674,36.895063,3051565,2,maisonette,29,4,25
8705,County affordable,Kisumu,Kisumu Manyatta — Block 9 Unit 2176,-0.104904,34.750303,1920066,1,apartment,10,4,12
8706,County affordable,Kisumu,Kisumu Manyatta — Block 25 Unit 1682,-0.116037,34.757547,2421711,2,apartment,10,12,2
8707,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 8 Unit 178,-1.123865,36.972579,6810446,4,apartment,20,11,9
8708,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 10 Unit 1435,-1.305106,36.906196,7126200,4,apartment,27,18,20
8709,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 1 Unit 620,-1.474143,36.935049,5365408,3,apartment,22,7,11
8710,Coast affordable,Mombasa,Mombasa Bamburi — Block 15 Unit 2087,-3.987448,39.736302,2547710,2,apartment,24,12,12
8711,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 10 Unit 1869,-1.230943,36.922523,3735832,4,maisonette,36,7,27
