country,indicator_code,indicator_name,year,value
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1998,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),1999,
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2000,23.6473801064419
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2001,24.3164597238105
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2002,25.0346081207823
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2003,25.7535178867465
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2004,26.4731149422539
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2005,27.1932269454509
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2006,27.9138955031129
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2007,28.6350439627237
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2008,29.3565994040011
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2009,30.0784132028819
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2010,30.8004947681643
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2011,31.5229174481557
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2012,32.2455260120869
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2013,32.9682462912978
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2014,33.6908976254492
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2015,34.4133695043635
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2016,35.1355349703251
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2017,35.857250498731
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2018,36.5783889502292
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2019,37.298797647533
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2020,38.018340896347
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2021,38.7368777065186
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2022,39.454252565811
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2023,40.1703366344741
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2024,40.8849654611543
KE,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),2025,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1960,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1961,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1962,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1963,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1964,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1965,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1966,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1967,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1968,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1969,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1970,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1971,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1972,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1973,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1974,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1975,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1976,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1977,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1978,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1979,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1980,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1981,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1982,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1983,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1984,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1985,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1986,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1987,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1988,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1989,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1990,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1991,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1992,32.0
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1993,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1994,32.0
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1995,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1996,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1997,32.6
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1998,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),1999,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2000,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2001,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2002,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2003,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2004,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2005,44.6
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2006,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2007,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2008,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2009,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2010,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2011,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2012,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2013,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2014,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2015,37.7
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2016,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2017,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2018,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2019,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2020,44.4
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2021,46.4
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2022,45.5
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2023,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2024,
KE,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),2025,
KE,SI.POV.GINI,Gini index,1960,
KE,SI.POV.GINI,Gini index,1961,
KE,SI.POV.GINI,Gini index,1962,
KE,SI.POV.GINI,Gini index,1963,
KE,SI.POV.GINI,Gini index,1964,
KE,SI.POV.GINI,Gini index,1965,
KE,SI.POV.GINI,Gini index,1966,
KE,SI.POV.GINI,Gini index,1967,
KE,SI.POV.GINI,Gini index,1968,
KE,SI.POV.GINI,Gini index,1969,
KE,SI.POV.GINI,Gini index,1970,
KE,SI.POV.GINI,Gini index,1971,
KE,SI.POV.GINI,Gini index,1972,
KE,SI.POV.GINI,Gini index,1973,
KE,SI.POV.GINI,Gini index,1974,
KE,SI.POV.GINI,Gini index,1975,
KE,SI.POV.GINI,Gini index,1976,
KE,SI.POV.GINI,Gini index,1977,
KE,SI.POV.GINI,Gini index,1978,
KE,SI.POV.GINI,Gini index,1979,
KE,SI.POV.GINI,Gini index,1980,
KE,SI.POV.GINI,Gini index,1981,
KE,SI.POV.GINI,Gini index,1982,
KE,SI.POV.GINI,Gini index,1983,
KE,SI.POV.GINI,Gini index,1984,
KE,SI.POV.GINI,Gini index,1985,
KE,SI.POV.GINI,Gini index,1986,
KE,SI.POV.GINI,Gini index,1987,
KE,SI.POV.GINI,Gini index,1988,
KE,SI.POV.GINI,Gini index,1989,
KE,SI.POV.GINI,Gini index,1990,
KE,SI.POV.GINI,Gini index,1991,
KE,SI.POV.GINI,Gini index,1992,56.9
KE,SI.POV.GINI,Gini index,1993,
KE,SI.POV.GINI,Gini index,1994,43.1
KE,SI.POV.GINI,Gini index,1995,
KE,SI.POV.GINI,Gini index,1996,
KE,SI.POV.GINI,Gini index,1997,45.0
KE,SI.POV.GINI,Gini index,1998,
KE,SI.POV.GINI,Gini index,1999,
KE,SI.POV.GINI,Gini index,2000,
KE,SI.POV.GINI,Gini index,2001,
KE,SI.POV.GINI,Gini index,2002,
KE,SI.POV.GINI,Gini index,2003,
KE,SI.POV.GINI,Gini index,2004,
KE,SI.POV.GINI,Gini index,2005,46.4
KE,SI.POV.GINI,Gini index,2006,
KE,SI.POV.GINI,Gini index,2007,
KE,SI.POV.GINI,Gini index,2008,
KE,SI.POV.GINI,Gini index,2009,
KE,SI.POV.GINI,Gini index,2010,
KE,SI.POV.GINI,Gini index,2011,
KE,SI.POV.GINI,Gini index,2012,
KE,SI.POV.GINI,Gini index,2013,
KE,SI.POV.GINI,Gini index,2014,
KE,SI.POV.GINI,Gini index,2015,40.8
KE,SI.POV.GINI,Gini index,2016,
KE,SI.POV.GINI,Gini index,2017,
KE,SI.POV.GINI,Gini index,2018,
KE,SI.POV.GINI,Gini index,2019,
KE,SI.POV.GINI,Gini index,2020,36.2
KE,SI.POV.GINI,Gini index,2021,38.7
KE,SI.POV.GINI,Gini index,2022,38.5
KE,SI.POV.GINI,Gini index,2023,
KE,SI.POV.GINI,Gini index,2024,
KE,SI.POV.GINI,Gini index,2025,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1960,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1961,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1962,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1963,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1964,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1965,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1966,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1967,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1968,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1969,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1970,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1971,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1972,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1973,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1974,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1979,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1980,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1981,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1982,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1983,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1984,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1985,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1986,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1987,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1988,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1989,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1990,
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,2.78
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,2.894
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,2.979
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,2.955
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,2.848
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,2.773
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,2.818
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,2.843
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,2.884
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,2.884
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,2.876
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,2.916
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,2.869
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,2.844
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,2.739
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,2.673
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,2.642
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,2.751
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,2.816
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,2.793
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,2.699
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,2.678
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,2.762
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2014,2.767
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2015,2.762
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,2.757
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,3.542
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,4.284
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,5.014
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,5.613
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,5.693
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,5.565
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,5.409
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,5.487
KE,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2025,5.449
KE,SP.POP.TOTL,"Population, total",1960,7695307.0
KE,SP.POP.TOTL,"Population, total",1961,7987770.0
KE,SP.POP.TOTL,"Population, total",1962,8299308.0
KE,SP.POP.TOTL,"Population, total",1963,8627971.0
KE,SP.POP.TOTL,"Population, total",1964,8973535.0
KE,SP.POP.TOTL,"Population, total",1965,9338078.0
KE,SP.POP.TOTL,"Population, total",1966,9717816.0
KE,SP.POP.TOTL,"Population, total",1967,10111057.0
KE,SP.POP.TOTL,"Population, total",1968,10518823.0
KE,SP.POP.TOTL,"Population, total",1969,10939695.0
KE,SP.POP.TOTL,"Population, total",1970,11368791.0
KE,SP.POP.TOTL,"Population, total",1971,11788904.0
KE,SP.POP.TOTL,"Population, total",1972,12206060.0
KE,SP.POP.TOTL,"Population, total",1973,12634835.0
KE,SP.POP.TOTL,"Population, total",1974,13070078.0
KE,SP.POP.TOTL,"Population, total",1975,13511671.0
KE,SP.POP.TOTL,"Population, total",1976,13957623.0
KE,SP.POP.TOTL,"Population, total",1977,14428819.0
KE,SP.POP.TOTL,"Population, total",1978,14934126.0
KE,SP.POP.TOTL,"Population, total",1979,15460666.0
KE,SP.POP.TOTL,"Population, total",1980,16018459.0
KE,SP.POP.TOTL,"Population, total",1981,16601507.0
KE,SP.POP.TOTL,"Population, total",1982,17206175.0
KE,SP.POP.TOTL,"Population, total",1983,17846374.0
KE,SP.POP.TOTL,"Population, total",1984,18514906.0
KE,SP.POP.TOTL,"Population, total",1985,19201768.0
KE,SP.POP.TOTL,"Population, total",1986,19901646.0
KE,SP.POP.TOTL,"Population, total",1987,20616096.0
KE,SP.POP.TOTL,"Population, total",1988,21356219.0
KE,SP.POP.TOTL,"Population, total",1989,22118434.0
KE,SP.POP.TOTL,"Population, total",1990,22892651.0
KE,SP.POP.TOTL,"Population, total",1991,23646514.0
KE,SP.POP.TOTL,"Population, total",1992,24382460.0
KE,SP.POP.TOTL,"Population, total",1993,25117188.0
KE,SP.POP.TOTL,"Population, total",1994,25857130.0
KE,SP.POP.TOTL,"Population, total",1995,26601751.0
KE,SP.POP.TOTL,"Population, total",1996,27344211.0
KE,SP.POP.TOTL,"Population, total",1997,28101768.0
KE,SP.POP.TOTL,"Population, total",1998,28888057.0
KE,SP.POP.TOTL,"Population, total",1999,29733408.0
KE,SP.POP.TOTL,"Population, total",2000,30642890.0
KE,SP.POP.TOTL,"Population, total",2001,31619170.0
KE,SP.POP.TOTL,"Population, total",2002,32629808.0
KE,SP.POP.TOTL,"Population, total",2003,33652223.0
KE,SP.POP.TOTL,"Population, total",2004,34713455.0
KE,SP.POP.TOTL,"Population, total",2005,35796484.0
KE,SP.POP.TOTL,"Population, total",2006,36904008.0
KE,SP.POP.TOTL,"Population, total",2007,38036349.0
KE,SP.POP.TOTL,"Population, total",2008,39206351.0
KE,SP.POP.TOTL,"Population, total",2009,40408891.0
KE,SP.POP.TOTL,"Population, total",2010,41598567.0
KE,SP.POP.TOTL,"Population, total",2011,42758461.0
KE,SP.POP.TOTL,"Population, total",2012,43888303.0
KE,SP.POP.TOTL,"Population, total",2013,44986791.0
KE,SP.POP.TOTL,"Population, total",2014,46051440.0
KE,SP.POP.TOTL,"Population, total",2015,47088526.0
KE,SP.POP.TOTL,"Population, total",2016,48139687.0
KE,SP.POP.TOTL,"Population, total",2017,49197766.0
KE,SP.POP.TOTL,"Population, total",2018,50207107.0
KE,SP.POP.TOTL,"Population, total",2019,51202827.0
KE,SP.POP.TOTL,"Population, total",2020,52217334.0
KE,SP.POP.TOTL,"Population, total",2021,53219166.0
KE,SP.POP.TOTL,"Population, total",2022,54252461.0
KE,SP.POP.TOTL,"Population, total",2023,55339003.0
KE,SP.POP.TOTL,"Population, total",2024,56432944.0
KE,SP.POP.TOTL,"Population, total",2025,
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1960,8.23352130661889
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1961,8.43593866814932
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1962,8.63407949596207
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1963,8.81534505126462
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1964,8.9723034255813
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1965,9.11698114874609
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1966,9.26227467484218
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1967,9.42108045795278
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1968,9.60629495216106
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1969,9.82929171820225
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1970,10.1439264299252
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1971,10.5964179687854
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1972,11.1579861872809
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1973,11.7970225025571
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1974,12.4819183317594
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1975,13.1810650920333
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1976,13.8628542005242
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1977,14.4956770743776
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1978,15.0479251307389
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1979,15.4844182465257
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1980,15.8352387726023
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1981,16.16414108945
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1982,16.4751642144151
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1983,16.7672965803142
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1984,17.0395266199639
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1985,17.2908427661806
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1986,17.5202334517811
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1987,17.7266871095817
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1988,17.9091921723993
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1989,18.0668782773996
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1990,18.1962956954221
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1991,18.2983212940893
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1992,18.3803510644475
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1993,18.4500145151536
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1994,18.5149411548647
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1995,18.5827604922377
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1996,18.6611020359295
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1997,18.7575952945971
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1998,18.8798697768976
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),1999,19.0288523643308
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2000,19.4553832211834
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2001,20.4416297068833
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2002,21.8586568137501
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2003,23.563889811899
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2004,25.4147539714454
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2005,27.2686745625048
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2006,28.9830768551925
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2007,30.4153861196239
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2008,31.4230276259143
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2009,31.8603086707305
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2010,31.8713287706458
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2011,31.8673949025409
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2012,31.8558130142761
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2013,31.8324454433988
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2014,31.7931545274563
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2015,31.7338026039958
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2016,31.6502520105647
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2017,31.5383650847102
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2018,31.3940041639796
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2019,31.1895566421135
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2020,31.2063494632616
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2021,31.2879334021971
KE,SP.URB.TOTL.IN.ZS,Urban population (% of total population),2022,31.4307820066946
